Base Year,Year,Month,Type,Category,Sub Category,Index,Growth Rate
2011-12,2015,July,Sectoral,Manufacturing,Manufacture of Beverages,90.5,-11.9
2011-12,2015,July,Sectoral,Manufacturing,Manufacture of Tobacco Products,145.2,10.1
2011-12,2015,July,Sectoral,Manufacturing,Manufacture of Textiles,120.5,-0.3
2011-12,2015,July,Sectoral,Manufacturing,Manufacture of Wearing Apparel,115.8,4.9
2011-12,2015,July,Sectoral,Manufacturing,Manufacture of Leather and Related Products,124,-0.5
2011-12,2015,July,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",100.1,-0.4
2011-12,2015,July,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,115.1,-2.9
2011-12,2015,July,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,103.5,5.5
2011-12,2015,July,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,110.4,6.6
2011-12,2015,July,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,120.6,5.1
2011-12,2015,July,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",117.1,4.3
2011-12,2015,July,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,124.7,12.4
2011-12,2015,July,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,106.5,-3.2
2011-12,2015,July,Sectoral,Manufacturing,Manufacture of Basic Metals,126.3,-0.2
2011-12,2015,July,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",97.4,-15.9
2011-12,2015,July,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",126.3,0.8
2011-12,2015,July,Sectoral,Manufacturing,Manufacture of Electrical Equipment,122.9,19.7
2011-12,2015,July,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,92.8,-9.6
2011-12,2015,July,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",109.6,5.7
2011-12,2015,July,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,115.2,2.3
2011-12,2015,July,Sectoral,Manufacturing,Manufacture of Furniture,186.1,85.7
2011-12,2015,July,Sectoral,Manufacturing,Other Manufacturing,114.1,0.1
2011-12,2015,July,Sectoral,Manufacturing,,113.4,0.5
2011-12,2015,July,Sectoral,Electricity,,139.6,4.1
2011-12,2015,July,Use-based category,Primary Goods,,108.6,5.3
2011-12,2015,July,Use-based category,Intermediate Goods,,120.2,1.7
2011-12,2015,July,Use-based category,Infrastructure/ Construction Goods,,120.6,1.3
2011-12,2015,July,Use-based category,Consumer Non-durables,,107.7,-6.6
2011-12,2015,July,Use-based category,Consumer Durables,,119.7,3.8
2011-12,2015,July,Use-based category,Capital Goods,,89.7,-5
2011-12,2015,June,General,General,,110.8,1
2011-12,2015,June,Sectoral,Mining,,89.3,-1.9
2011-12,2015,June,Sectoral,Manufacturing,Manufacture of Food Products,88.4,-8
2011-12,2015,June,Sectoral,Manufacturing,Manufacture of Beverages,111.1,-9.3
2011-12,2015,June,Sectoral,Manufacturing,Manufacture of Tobacco Products,138.9,5.6
2011-12,2015,June,Sectoral,Manufacturing,Manufacture of Textiles,116.9,4.5
2011-12,2015,June,Sectoral,Manufacturing,Manufacture of Wearing Apparel,116.7,13.3
2011-12,2015,June,Sectoral,Manufacturing,Manufacture of Leather and Related Products,126.2,1.9
2011-12,2015,June,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",101.8,11.5
2011-12,2015,June,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,111.4,-3.8
2011-12,2015,June,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,109.4,9.3
2011-12,2015,June,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,113.2,6.6
2011-12,2015,June,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,112.6,1.5
2011-12,2015,June,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",123.2,8.4
2011-12,2015,June,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,114.7,0.8
2011-12,2015,June,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,109.9,0
2011-12,2015,June,Sectoral,Manufacturing,Manufacture of Basic Metals,124.3,-1.1
2011-12,2015,June,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",96.8,-11.4
2011-12,2015,June,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",124.8,8.6
2011-12,2015,June,Sectoral,Manufacturing,Manufacture of Electrical Equipment,124.6,-3.4
2011-12,2015,June,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,98.7,-1.1
2011-12,2015,June,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",101.4,4.2
2011-12,2015,June,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,104.2,1.9
2011-12,2015,June,Sectoral,Manufacturing,Manufacture of Furniture,173.2,68.6
2011-12,2015,June,Sectoral,Manufacturing,Other Manufacturing,119.3,18.7
2011-12,2015,June,Sectoral,Manufacturing,,112.7,1.5
2011-12,2015,June,Sectoral,Electricity,,131.4,0.6
2011-12,2015,June,Use-based category,Primary Goods,,107.9,2.2
2011-12,2015,June,Use-based category,Intermediate Goods,,114.6,-1.9
2011-12,2015,June,Use-based category,Infrastructure/ Construction Goods,,120.9,2.5
2011-12,2015,June,Use-based category,Consumer Non-durables,,109.8,-0.1
2011-12,2015,June,Use-based category,Consumer Durables,,116.6,7.7
2011-12,2015,June,Use-based category,Capital Goods,,92.6,-8.1
2011-12,2015,May,General,General,,113,1.8
2011-12,2015,May,Sectoral,Mining,,95.9,1.6
2011-12,2015,May,Sectoral,Manufacturing,Manufacture of Food Products,93.4,-3.7
2011-12,2015,May,Sectoral,Manufacturing,Manufacture of Beverages,137.2,-9.1
2011-12,2015,May,Sectoral,Manufacturing,Manufacture of Tobacco Products,167.4,14
2011-12,2015,May,Sectoral,Manufacturing,Manufacture of Textiles,118.4,5.3
2011-12,2015,May,Sectoral,Manufacturing,Manufacture of Wearing Apparel,110.9,-6
2011-12,2015,May,Sectoral,Manufacturing,Manufacture of Leather and Related Products,126.6,-4.2
2011-12,2015,May,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",88.3,-5.3
2011-12,2015,May,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,116.3,0.4
2011-12,2015,May,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,97.4,-0.4
2011-12,2015,May,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,115.2,6.6
2011-12,2015,May,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,112.1,1.1
2011-12,2015,May,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",127.8,18.2
2011-12,2015,May,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,116.6,0.6
2011-12,2015,May,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,111.6,-3.1
2011-12,2015,May,Sectoral,Manufacturing,Manufacture of Basic Metals,126.7,-0.7
2011-12,2015,May,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",87.4,-20.6
2011-12,2015,May,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",112.8,-5.2
2011-12,2015,May,Sectoral,Manufacturing,Manufacture of Electrical Equipment,123.5,11.6
2011-12,2015,May,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,94,-4.2
2011-12,2015,May,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",100.8,1.8
2011-12,2015,May,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,107.8,-2
2011-12,2015,May,Sectoral,Manufacturing,Manufacture of Furniture,183.1,74.9
2011-12,2015,May,Sectoral,Manufacturing,Other Manufacturing,102.4,-12
2011-12,2015,May,Sectoral,Manufacturing,,113.6,1.2
2011-12,2015,May,Sectoral,Electricity,,137.6,7
2011-12,2015,May,Use-based category,Primary Goods,,112.4,4.8
2011-12,2015,May,Use-based category,Intermediate Goods,,117.4,0.5
2011-12,2015,May,Use-based category,Infrastructure/ Construction Goods,,121.9,0.1
2011-12,2015,May,Use-based category,Consumer Non-durables,,115.4,4.2
2011-12,2015,May,Use-based category,Consumer Durables,,113.1,-1.1
2011-12,2015,May,Use-based category,Capital Goods,,88.3,-4.8
2011-12,2015,April,General,General,,107.3,0.7
2011-12,2015,April,Sectoral,Mining,,89.9,-4
2011-12,2015,April,Sectoral,Manufacturing,Manufacture of Food Products,109,5.9
2011-12,2015,April,Sectoral,Manufacturing,Manufacture of Beverages,122.6,-7.6
2011-12,2015,April,Sectoral,Manufacturing,Manufacture of Tobacco Products,129.8,-2.3
2011-12,2015,April,Sectoral,Manufacturing,Manufacture of Textiles,116.6,5
2011-12,2015,April,Sectoral,Manufacturing,Manufacture of Wearing Apparel,116.1,1.2
2011-12,2015,April,Sectoral,Manufacturing,Manufacture of Leather and Related Products,127.6,0.6
2011-12,2015,April,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",85.6,-6.8
2011-12,2015,April,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,115.2,-1.7
2011-12,2015,April,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,95.5,6.9
2011-12,2015,April,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,96.8,-6.3
2011-12,2015,April,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,107.6,6.2
2011-12,2015,April,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",117.9,14.1
2011-12,2015,April,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,114.4,-17.2
2011-12,2015,April,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,108.8,-5.3
2011-12,2015,April,Sectoral,Manufacturing,Manufacture of Basic Metals,124.1,5.3
2011-12,2015,April,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",88,-13.6
2011-12,2015,April,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",116.3,2.9
2011-12,2015,April,Sectoral,Manufacturing,Manufacture of Electrical Equipment,112.7,23.4
2011-12,2015,April,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,90.5,-0.2
2011-12,2015,April,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",98.9,0.5
2011-12,2015,April,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,104.7,3.6
2011-12,2015,April,Sectoral,Manufacturing,Manufacture of Furniture,141.3,47
2011-12,2015,April,Sectoral,Manufacturing,Other Manufacturing,99.1,-13.7
2011-12,2015,April,Sectoral,Manufacturing,,108.7,1.4
2011-12,2015,April,Sectoral,Electricity,,124.9,0.5
2011-12,2015,April,Use-based category,Primary Goods,,100.4,-3
2011-12,2015,April,Use-based category,Intermediate Goods,,115.7,-1.2
2011-12,2015,April,Use-based category,Infrastructure/ Construction Goods,,118.6,4
2011-12,2015,April,Use-based category,Consumer Non-durables,,113.3,5.7
2011-12,2015,April,Use-based category,Consumer Durables,,110.3,1.8
2011-12,2015,April,Use-based category,Capital Goods,,85.5,3.8
2011-12,2015,March,General,General,,121.3,2.4
2011-12,2015,March,Sectoral,Mining,,110.8,-2.8
2011-12,2015,March,Sectoral,Manufacturing,Manufacture of Food Products,122.5,-3.7
2011-12,2015,March,Sectoral,Manufacturing,Manufacture of Beverages,127.3,3.2
2011-12,2015,March,Sectoral,Manufacturing,Manufacture of Tobacco Products,121.2,-12.3
2011-12,2015,March,Sectoral,Manufacturing,Manufacture of Textiles,126.8,9.7
2011-12,2015,March,Sectoral,Manufacturing,Manufacture of Wearing Apparel,137.8,-6.4
2011-12,2015,March,Sectoral,Manufacturing,Manufacture of Leather and Related Products,133.3,11
2011-12,2015,March,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",101.4,0.5
2011-12,2015,March,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,118.5,-1.8
2011-12,2015,March,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,111.4,0.2
2011-12,2015,March,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,111.8,-2.8
2011-12,2015,March,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,112,0.3
2011-12,2015,March,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",150.9,29.8
2011-12,2015,March,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,123.9,-0.4
2011-12,2015,March,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,113,-6.8
2011-12,2015,March,Sectoral,Manufacturing,Manufacture of Basic Metals,124.1,3.7
2011-12,2015,March,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",123.7,-6.6
2011-12,2015,March,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",116,-13.2
2011-12,2015,March,Sectoral,Manufacturing,Manufacture of Electrical Equipment,138.8,16.2
2011-12,2015,March,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,134.2,0.9
2011-12,2015,March,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",117.8,11.1
2011-12,2015,March,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,118,5.6
2011-12,2015,March,Sectoral,Manufacturing,Manufacture of Furniture,142,6.8
2011-12,2015,March,Sectoral,Manufacturing,Other Manufacturing,135.1,13.1
2011-12,2015,March,Sectoral,Manufacturing,,122.9,2.8
2011-12,2015,March,Sectoral,Electricity,,124.5,7.5
2011-12,2015,March,Use-based category,Primary Goods,,114.1,-0.3
2011-12,2015,March,Use-based category,Intermediate Goods,,123.5,1.4
2011-12,2015,March,Use-based category,Infrastructure/ Construction Goods,,120.5,0.6
2011-12,2015,March,Use-based category,Consumer Non-durables,,130.7,7.6
2011-12,2015,March,Use-based category,Consumer Durables,,126.2,4.6
2011-12,2015,March,Use-based category,Capital Goods,,121.9,3.5
2011-12,2015,February,General,General,,109.9,3
2011-12,2015,February,Sectoral,Mining,,94.9,-3
2011-12,2015,February,Sectoral,Manufacturing,Manufacture of Food Products,125.4,4.4
2011-12,2015,February,Sectoral,Manufacturing,Manufacture of Beverages,105.5,7.8
2011-12,2015,February,Sectoral,Manufacturing,Manufacture of Tobacco Products,132.8,2.9
2011-12,2015,February,Sectoral,Manufacturing,Manufacture of Textiles,113.3,5.8
2011-12,2015,February,Sectoral,Manufacturing,Manufacture of Wearing Apparel,125.8,5.8
2011-12,2015,February,Sectoral,Manufacturing,Manufacture of Leather and Related Products,132.3,17.8
2011-12,2015,February,Sectoral,Manufacturing,"Manufacture of Wood and Products of Wood and Cork, Except Furniture; Manufacture of Articles of Straw and Plaiting Materials",96.2,4.7
2011-12,2015,February,Sectoral,Manufacturing,Manufacture of Paper and Paper Products,109.9,-1.1
2011-12,2015,February,Sectoral,Manufacturing,Printing and Reproduction of Recorded Media,94.2,-22.7
2011-12,2015,February,Sectoral,Manufacturing,Manufacture of Coke and Refined Petroleum Products,103.4,-0.7
2011-12,2015,February,Sectoral,Manufacturing,Manufacture of Chemicals and Chemical Products,102,1.9
2011-12,2015,February,Sectoral,Manufacturing,"Manufacture of Pharmaceuticals, Medicinal Chemical and Botanical Products",132.5,23.1
2011-12,2015,February,Sectoral,Manufacturing,Manufacture of Rubber and Plastics Products,114,3.7
2011-12,2015,February,Sectoral,Manufacturing,Manufacture of Other Non-metallic Mineral Products,103.9,-2
2011-12,2015,February,Sectoral,Manufacturing,Manufacture of Basic Metals,116.8,1.4
2011-12,2015,February,Sectoral,Manufacturing,"Manufacture of Fabricated Metal Products, Except Machinery and Equipment",101.3,-7.7
2011-12,2015,February,Sectoral,Manufacturing,"Manufacture of Computer, Electronic and Optical Products",116.2,3.4
2011-12,2015,February,Sectoral,Manufacturing,Manufacture of Electrical Equipment,121.1,4
2011-12,2015,February,Sectoral,Manufacturing,Manufacture of Machinery and Equipment N.e.c.,108,6.8
2011-12,2015,February,Sectoral,Manufacturing,"Manufacture of Motor Vehicles, Trailers and Semi-trailers",105.6,6.3
2011-12,2015,February,Sectoral,Manufacturing,Manufacture of Other Transport Equipment,102.8,-3.5
2011-12,2015,February,Sectoral,Manufacturing,Manufacture of Furniture,135.2,22.7
2011-12,2015,February,Sectoral,Manufacturing,Other Manufacturing,108.7,-3.8
2011-12,2015,February,Sectoral,Manufacturing,,111.9,3.1
2011-12,2015,February,Sectoral,Electricity,,117.4,11.9
2011-12,2015,February,Use-based category,Primary Goods,,103.4,2.1
2011-12,2015,February,Use-based category,Intermediate Goods,,112.1,3.3
2011-12,2015,February,Use-based category,Infrastructure/ Construction Goods,,112.5,-1.5
2011-12,2015,February,Use-based category,Consumer Non-durables,,121.9,9.6
